Title,Author,Start Date,End Date,Publication Year,Source,Volume,Issue,Beg page,End page,Order,Family,Genus,Species,Age,Latitude,Longitude,Number monitored,Total Mortality,Known Mortality,Total Harvest,Legal Harvest,Illegal Harvest,Vehicle,Poisoning,Agricultural,Train,Fence Entanglement,Other Human,Management Related,Predation,Disease,Accident/Injury,Other Natural,Starvation/Malnutrition,Weather,Drowning,Other Animal-Nonpredation,Unknown
Survival of White-Tailed Deer Fawns in the Grasslands of the Northern Great Plains,Grovenburg,2007,2009,2012,The Journal of Wildlife Management,76,5,944,956,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,45.12218,-98.91940,81,23,23,2,2,0,1,0,3,0,0,0,0,12,0,0,5,0,0,0,0,0
Female White-Tailed Deer Survival Across Ecoregions in Minnesota and South Dakota,Grovenburg,2000,2007,2011,The American Midland Natrualist,165,2,426,435,Artiodactyla,Cervidae,Odocoileus,virginianus,Multiple,43.70741,-92.55988,190,42,41,33,32,1,5,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1
Female White-Tailed Deer Survival Across Ecoregions in Minnesota and South Dakota,Grovenburg,2000,2007,2011,The American Midland Natrualist,165,2,426,435,Artiodactyla,Cervidae,Odocoileus,virginianus,Multiple,44.39006,-96.21343,NA,15,13,8,8,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Female White-Tailed Deer Survival Across Ecoregions in Minnesota and South Dakota,Grovenburg,2000,2007,2011,The American Midland Natrualist,165,2,426,435,Artiodactyla,Cervidae,Odocoileus,virginianus,Multiple,45.19806,-96.77134,NA,33,29,22,22,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4
Female White-Tailed Deer Survival Across Ecoregions in Minnesota and South Dakota,Grovenburg,2000,2007,2011,The American Midland Natrualist,165,2,426,435,Artiodactyla,Cervidae,Odocoileus,virginianus,Multiple,45.83140,-98.41922,NA,22,20,17,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Use of urban landscapes by coyotes,Grubbs,2005,2006,2009,The Southwestern Naturalist,54,1,1,12,Carnivora,Canidae,Canis,latrans,Adult,32.20058,-111.03900,8,6,4,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
Calf Survival of Woodland Caribou in a Multi-Predator Ecosystem,Gustine,2002,2003,2006,Wildlife Monographs,165,1,1,32,Artiodactyla,Cervidae,Rangifer,tarandus,Juvenile,57.18325,-121.84955,50,18,18,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0
"Movements, survival and sightability of white-tailed deer in southeastern South Dakota",Haffley,2009,2011,2013,Thesis: South Dakota State University,,,1,81,Artiodactyla,Cervidae,Odocoileus,virginianus,Adult,43.01748,-97.52794,44,19,17,9,7,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Survival of radiocollared adult leopard cats in Thailand,Haines,1999,2002,2004,Acta Theriologica,49,3,349,356,Carnivora,Felidae,Prionailurus,bengalensis,Adult,16.08335,101.33368,25,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Survival and Sources of Mortality in Ocelots,Haines,1983,2002,2005,The Journal of Wildlife Management,69,1,255,263,Carnivora,Felidae,Leopardus,pardalis,Adult,26.27428,-97.36416,80,28,22,0,0,0,10,1,0,0,0,0,0,1,3,0,1,0,0,0,6,6
"Condition, Survival and Productivity of Elk in the Sacramento Mountains of New Mexico",Halbritter,2003,2007,2011,The Southwestern Naturalist,56,3,305,314,Artiodactyla,Cervidae,Cervus,elaphus,Adult,32.85538,-105.71190,63,16,16,13,11,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Porcupine demography in central Massachusetts,Hale,1991,1993,1996,Canadian Journal of Zoology,74,3,480,484,Rodentia,Erethizonidae,Erethizon,dorsatum,Adult,42.40176,-72.34383,50,14,10,0,0,0,1,0,0,0,0,1,0,0,2,2,0,4,0,0,0,4
Survival of neonatal mule deer fawns in southern Utah: effects of coyote removal and synchrony of parturition,Hall,2012,2015,2018,Thesis: Brigham Young University,,,1,61,Artiodactyla,Cervidae,Odocoileus,hemionus,Juvenile,38.47288,-112.03990,268,113,84,0,0,0,2,0,0,0,0,0,0,69,5,0,0,8,0,0,0,29
"Relationships among mule deer fawn mortality, coyotes, and alternate prey species during summer",Hamlin,1976,1981,1984,The Journal of Wildlife Management,48,2,489,499,Artiodactyla,Cervidae,Odocoileus,hemionus,Juvenile,47.55307,-108.87413,91,20,20,0,0,0,0,0,0,0,0,0,0,18,0,0,2,0,0,0,0,0
"Population Characteristics, survival rates, and causes of mortality of striped skunks",Hansen,1994,1995,2004,The Southwestern Naturalist,49,1,54,60,Carnivora,Mephitidae,Mephitis,mephitis,Adult,34.00554,-101.75773,40,26,18,9,9,0,1,0,0,0,0,4,0,2,2,0,0,0,0,0,0,8
Survival of rural and urban White-tailed Deer in Missouri,Hansen,1988,1992,2003,Proc Ann Conf SEAFWA,57,,326,336,Artiodactyla,Cervidae,Odocoileus,virginianus,Adult,38.09667,-91.22124,222,74,67,60,56,4,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7
Survival of rural and urban White-tailed Deer in Missouri,Hansen,1988,1992,2003,Proc Ann Conf SEAFWA,57,,326,336,Artiodactyla,Cervidae,Odocoileus,virginianus,Adult,38.62056,-90.48169,254,100,88,13,13,0,73,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12
Survival of rural and urban White-tailed Deer in Missouri,Hansen,1988,1992,2003,Proc Ann Conf SEAFWA,57,,326,336,Artiodactyla,Cervidae,Odocoileus,virginianus,Adult,39.52214,-92.65776,290,112,101,87,78,9,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11
Population characteristics of a white-tailed deer herd in an industrial pine forest of North-central Louisiana,Harrelson,2009,2010,2011,Thesis: Louisiana State University,,,1,32,Artiodactyla,Cervidae,Odocoileus,hemionus,Adult,32.91381,-92.34917,47,28,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Long-distance Movements of Juvenile Mohave Ground Squirrels,Harris,1995,1997,2005,The Southwestern Naturalist,50,2,188,196,Rodentia,Sciuridae,Spermophilus,mohavensis,Juvenile,36.06668,-117.79953,36,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0
Monitoring survival of young in ungulates: a case study with Rocky Mountain Elk,Harris,2002,2006,2006,Thesis: University of Montana,,,1,32,Artiodactyla,Cervidae,Cervus,elaphus,Juvenile,46.80813,-113.42716,221,41,40,0,0,0,0,0,0,0,1,0,0,27,2,0,2,7,0,1,0,1
"Ringtail Ecology and Behavior in New Mexico, USA",Harrison,2008,2011,2012,Western North American Naturalist,72,4,495,506,Carnivora,Procyonidae,Bassariscus,astutus,Adult,34.33371,-106.97871,18,12,12,0,0,0,0,0,0,0,0,1,0,9,0,0,2,0,0,0,0,0
"Swift fox demography, movements, denning and diet in New Mexico",Harrison,1998,2000,2003,The Southwestern Naturalist,48,2,261,273,Carnivora,Canidae,Vulpes,velox,Multiple,36.14863,-104.13628,36,21,16,1,0,1,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,5
"Characteristics of two mountain lion populations in Texas,USA",Harveson,1994,1997,2012,Wildlife Biology,18,1,58,66,Carnivora,Felidae,Puma,concolor,Adult,28.29135,-99.13715,19,9,8,5,5,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1
"Characteristics of two mountain lion populations in Texas,USA",Harveson,1992,1997,2012,Wildlife Biology,18,1,58,66,Carnivora,Felidae,Puma,concolor,Adult,29.40813,-103.91686,21,16,16,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"White-tailed deer habitat use, movements, and reproduction at Barksdale Air force Base, Louisiana",Hasapes,2009,2011,2012,Thesis: Stephen F. Austin State,,,1,184,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,32.51360,-93.64177,12,6,6,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0
"White-tailed deer habitat use, movements, and reproduction at Barksdale Air force Base, Louisiana",Hasapes,2009,2011,2012,Thesis: Stephen F. Austin State,,,1,184,Artiodactyla,Cervidae,Odocoileus,virginianus,Adult,32.51360,-93.64177,50,9,9,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Growth and Mortality of Sympatric White-Tailed and Mule Deer Fawns,Haskell,2004,2007,2017,The Journal of Wildlife Management,81,8,1417,1429,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,30.96996,-101.26206,139,96,95,0,0,0,0,0,0,0,0,0,0,47,0,0,0,47,0,0,1,1
Anti-predator benefits of group living in white-nosed coatis,Hass,1996,2000,2002,Behavioral Ecology and Sociobiology,51,6,570,578,Carnivora,Procyonidae,Nasua,narica,Adult,31.58411,-110.44196,73,24,21,0,0,0,0,0,0,0,0,0,0,19,1,1,0,0,0,0,0,3
Anti-predator benefits of group living in white-nosed coatis,Hass,1994,1998,2002,Behavioral Ecology and Sociobiology,51,6,570,578,Carnivora,Procyonidae,Nasua,narica,Adult,19.49157,-105.02879,146,11,9,0,0,0,0,0,0,0,0,0,0,6,2,0,0,1,0,0,0,2
"The effects of urbanization on raccoon population demographics, home range, and spatial distribution patterns",Hatten,1995,1997,2000,Thesis: University of Missouri-Columbia,,,1,105,Carnivora,Procyonidae,Procyon,lotor,Adult,42.42245,-88.31643,102,44,44,0,0,0,19,0,1,0,0,0,1,2,21,0,0,0,0,0,0,0
Effects of Wolf Predation on Recruitment o Black-Tailed Deer on Northeastern Vancouver Island,Hatter,1982,1988,1988,British Columbia Ministry of Environment Wildlife Report No. R-23,,,1,82,Artiodactyla,Cervidae,Odocoileus,hemionus,Juvenile,49.78646,-125.74948,28,14,14,1,1,0,1,0,0,0,0,0,0,9,1,1,0,1,0,0,0,0
Dynamics of Moose Population in Northeastern Alberta,Hauge,1976,1978,1981,The Journal of Wildlife Management,45,3,573,597,Artiodactyla,Cervidae,Alces,alces,Multiple,57.20020,-111.63983,66,18,17,9,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,1
"Survival, Home Range, and Colony Reproduction of beavers in East-central Illinois, an agricultural landscape",Havens,2004,2006,2013,The American Midland Natrualist,169,1,17,29,Rodentia,Castoridae,Castor,canadensis,Adult,39.68326,-88.39949,42,24,18,10,10,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6
Demography of a recovering wolf population in the Yukon,Hayes,1990,1993,2000,Canadian Journal of Zoology,78,1,36,48,Carnivora,Canidae,Canis,lupus,Multiple,62.00000,-128.00000,78,25,25,0,0,0,0,0,0,0,0,3,0,1,0,0,21,0,0,0,0,0
Survival and Cause-Specific Mortality of White-Tailed Deer in Southeastern Kentucky,Haymes,2014,2017,2018,Journal of the Southeastern Association of Fish and Wildlife Agencies,5,,90,96,Artiodactyla,Cervidae,Odocoileus,virginianus,Multiple,37.21446,-83.58517,95,18,18,8,3,5,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Mortality and Survivorship of the quokka in the northern jarrah forest of Western Australia,Hayward,1998,2000,2005,Wildlife Research,33,8,715,722,Diprotodontia,Macropodidae,Setonix,brachyurus,Adult,-31.06930,118.39761,58,8,5,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Survival of radio-collared caribou from the George River Herd,Hearn,1983,1987,1990,Canadian Journal of Zoology,68,2,276,283,Artiodactyla,Cervidae,Rangifer,tarandus,Multiple,53.53773,-68.73583,175,42,28,8,8,0,0,0,0,0,0,0,0,15,0,1,0,4,0,0,0,14
"Black Bear survival and demography in the Bow Valley of Banff National Park, Alberta",Hebblewhite,1994,2000,2003,Biological Conservation,112,3,415,425,Carnivora,Ursidae,Ursus,americanus,Adult,51.47034,-116.03792,25,11,11,0,0,0,4,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
Density-independent predation affects migrants and residents equally in a declining partially migratory elk population,Hebblewhite,2002,2011,2018,Oikos,127,,1304,1318,Artiodactyla,Cervidae,Cervus,canadensis,Adult,51.62657,-115.37664,218,104,61,11,11,0,13,0,0,0,0,0,0,37,0,0,0,0,0,0,0,43
Group size and home range of the Arabian Wolf in Southern Israel,Hefner,1991,1995,1999,Journal of Mammalogy,80,2,611,619,Carnivora,Canidae,Canis,lupus,Adult,29.57631,34.92151,23,5,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Survival, Habitat Selection, and Body Condition of the Woodchuck across an Urban-Rural Gradient",Hellgren,2007,2009,2001,The American Midland Natrualist,165,1,150,161,Rodentia,Sciuridae,Marmota,monax,Adult,37.71446,-89.22062,47,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
Demographic analysis of a Black Bear Population in the Great Dismal Swamp,Hellgren,1984,1986,1989,The Journal of Wildlife Management,53,4,969,977,Carnivora,Ursidae,Ursus,americanus,Adult,36.56246,-76.47054,51,16,16,10,6,4,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
Demography of a Collared Peccary Population in South Texas,Hellgren,1989,1993,1995,The Journal of Wildlife Management,59,1,153,163,Artiodactyla,Tayassuidae,Pecari,tajacu,Adult,28.31207,-99.39326,56,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Survival and Cause-specific mortality of raccoons on a northern bobwhite management area,Henner,1997,1999,2000,Proc Ann Conf SEAFWA,54,,341,349,Carnivora,Procyonidae,Procyon,lotor,Adult,33.39431,-88.47519,59,14,10,2,2,0,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4
"Mortality patterns over 3 years in a sparse population of wild rabbits in New Zealand, with an emphasis on rabbit haemorrhagic disease",Henning,2000,2003,2008,European Journal of Wildlife Research,54,4,619,626,Lagomorpha,Leporidae,Oryctolagus,cuniculus,Adult,-40.42500,175.30000,107,80,80,0,0,0,0,0,0,0,0,0,0,44,27,0,9,0,0,0,0,0
Survival and causes of death of European Roe Deer before and after Eurasian Lynx reintroduction in the Bavarian Forest National Park,Heurich,1984,2008,2012,European Journal of Wildlife Research,58,3,567,578,Artiodactyla,Cervidae,Capreolus,capreolus,Multiple,49.04991,13.19962,187,77,77,10,10,0,12,0,0,0,0,0,0,18,0,0,37,0,0,0,0,0
Coyote Habitat Use in a Tropical Deciduous Forest of Western Mexico,Hidalgo-Mihart,1996,2001,2006,The Journal of Wildlife Management,70,1,216,211,Carnivora,Canidae,Canis,latrans,Adult,19.50171,-105.04930,16,4,4,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Predation risk and the 10-year snowshoe hare cycle,Hik,1989,1993,1994,Thesis: The University of British Columbia,,,1,140,Lagomorpha,Leporidae,Lepus,americanus,Adult,61.16510,-138.85770,200,101,99,0,0,0,0,0,0,0,0,0,0,0,0,90,0,9,0,0,0,2
Age-specific Survival and Space Use of White-Tailed Deer in Southern Michigan,Hiller,2004,2006,2008,Michigan Academian,38,,101,119,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,42.21188,-84.29362,34,17,15,4,4,0,4,0,0,0,0,0,0,5,0,0,0,2,0,0,0,2
Age-specific Survival and Space Use of White-Tailed Deer in Southern Michigan,Hiller,2004,2006,2008,Michigan Academian,38,,101,119,Artiodactyla,Cervidae,Odocoileus,virginianus,Adult,42.21188,-84.29362,42,13,13,11,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
An evaluation of summer raccoon hunting on raccoon ecology,Hodges,1996,1997,1998,Thesis: Mississippi State University,,,1,153,Carnivora,Procyonidae,Procyon,lotor,Adult,32.19187,-89.30258,46,13,5,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,8
An evaluation of summer raccoon hunting on raccoon ecology,Hodges,1996,1997,1998,Thesis: Mississippi State University,,,1,153,Carnivora,Procyonidae,Procyon,lotor,Adult,32.19187,-89.30258,48,22,17,14,12,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
Snowshoe hare demography and behavior during a cyclic population increase,Hodges,1993,1996,1998,Thesis: University of British Columbia,,,1,230,Lagomorpha,Leporidae,Lepus,americanus,Adult,61.29870,-138.49515,NA,141,117,0,0,0,0,0,0,0,0,0,0,115,0,0,2,0,0,0,0,24
Survival of American Marten in an untrapped Forest Preserve in Maine,Hodgman,1990,1994,1997,"Martes: taxonomy, ecology, techniques and management",,,86,99,Carnivora,Mustelidae,Martes,americana,Juvenile,46.05868,-68.93167,26,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
Survival of American Marten in an untrapped Forest Preserve in Maine,Hodgman,1990,1994,1997,"Martes: taxonomy, ecology, techniques and management",,,86,99,Carnivora,Mustelidae,Martes,americana,Adult,46.05868,-68.93167,59,12,12,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
Survival in an Intensively Trapped Marten Population in Maine,Hodgman,1989,1991,1994,The Journal of Wildlife Management,58,4,58,4,Carnivora,Mustelidae,Martes,americana,Multiple,46.03264,-69.14856,74,49,49,45,45,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0
Why males incur a greater predation risk than females in juvenile European sousiliks,Hoffmann,1996,1998,2004,Lutra,47,2,85,94,Rodentia,Sciuridae,Spermophilus,citellus,Juvenile,48.52038,16.60455,41,19,19,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
Emigration and Mortality in orphaned male white-tailed deer,Holzenbein,1985,1988,1992,The Journal of Wildlife Management,56,1,147,153,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,38.81882,-78.40033,34,22,22,7,3,4,2,1,0,0,0,0,0,10,0,0,0,2,0,0,0,0
"Diseases, Parasites and Survival of Coyotes in South-Central Georgia",Holzman,1987,1988,1992,Journal of Wildlife Diseases,28,4,572,580,Carnivora,Canidae,Canis,latrans,Adult,31.86934,-82.91525,6,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
"Diseases, Parasites and Survival of Coyotes in South-Central Georgia",Holzman,1987,1988,1992,Journal of Wildlife Diseases,28,4,572,580,Carnivora,Canidae,Canis,latrans,Juvenile,31.86934,-82.91525,12,6,5,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1
"Home Range Size and Attributes for Badgers in South-Central British Columbia, Canada",Hoodicuff,1999,2002,2009,The American Midland Natrualist,162,2,305,317,Carnivora,Mustelidae,Taxidea,taxus,Multiple,50.66667,-120.33323,14,6,6,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
White-tailed deer migration and its role in wolf predation,Hoskinson,1973,1974,1976,Wildlife Monographs,40,3,429,441,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,48.00132,-91.99502,17,6,6,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
Migration Behavior of Pronghorn in Southeastern Idaho,Hoskinson,1975,1977,1980,The Journal of Wildlife Management,44,1,132,144,Artiodactyla,Antilocapridae,Antilocapra,americana,Adult,44.06822,-112.76881,54,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migration Behavior of Pronghorn in Southeastern Idaho,Hoskinson,1975,1977,1980,The Journal of Wildlife Management,44,1,132,144,Artiodactyla,Antilocapridae,Antilocapra,americana,Adult,44.00109,-113.24397,NA,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migration Behavior of Pronghorn in Southeastern Idaho,Hoskinson,1975,1977,1980,The Journal of Wildlife Management,44,1,132,144,Artiodactyla,Antilocapridae,Antilocapra,americana,Adult,43.74568,-113.49666,NA,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Migration Behavior of Pronghorn in Southeastern Idaho,Hoskinson,1975,1977,1980,The Journal of Wildlife Management,44,1,132,144,Artiodactyla,Antilocapridae,Antilocapra,americana,Juvenile,44.06822,-112.76881,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migration Behavior of Pronghorn in Southeastern Idaho,Hoskinson,1975,1977,1980,The Journal of Wildlife Management,44,1,132,144,Artiodactyla,Antilocapridae,Antilocapra,americana,Juvenile,44.00109,-113.24397,NA,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Migration Behavior of Pronghorn in Southeastern Idaho,Hoskinson,1975,1977,1980,The Journal of Wildlife Management,44,1,132,144,Artiodactyla,Antilocapridae,Antilocapra,americana,Juvenile,43.74568,-113.49666,NA,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Demographic Consequences of anthropogenic influences: Florida black bears in north-central Florida,Hostetler,1999,2007,2009,Biological Conservation,142,11,2456,2463,Carnivora,Ursidae,Ursus,americanus,Adult,29.24530,-81.79312,47,9,9,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Demographic Consequences of anthropogenic influences: Florida black bears in north-central Florida,Hostetler,1999,2007,2009,Biological Conservation,142,11,2456,2463,Carnivora,Ursidae,Ursus,americanus,Juvenile,29.24530,-81.79312,50,21,15,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,9,6
Home Range Use of Free-Ranging Cheetah on Farm and Conservation Land in Botswana,Houser,2003,2007,2009,South African Journal of Wildlife Research,39,1,11,22,Carnivora,Felidae,Acinonyx,jubatus,Adult,-24.54654,24.76314,11,6,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Effect of predation on white-tailed deer recruitment at the Joseph W. Jones Research Center,Howze,2007,2008,2002,Thesis: University of Georgia,,,1,64,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,31.24901,-84.37941,21,9,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3
Population limitation in Arctic ground squirrels: Effects of food and predation,Hubbs,1990,1992,1997,Journal of Animal Ecology,66,4,527,541,Rodentia,Sciuridae,Spermophilus,parryii,Adult,61.15583,-138.69840,97,45,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,3
Mortality of White-Tailed Deer Fawns in South-Central Iowa,Huegel,1980,1983,1985,The Journal of Wildlife Management,49,2,377,380,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,41.09516,-93.42276,58,13,13,0,0,0,0,0,1,0,0,0,0,10,1,1,0,0,0,0,0,0
"Mortality of Adult White-Tailed Deer on Fort Chaffee, Arkansas",Humphreys,1995,1995,2000,Journal of the Arkansas Academy of Science,54,,64,67,Artiodactyla,Cervidae,Odocoileus,virginianus,Adult,35.27196,-94.25362,27,7,6,5,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Balancing white-tailed deer ecology with Michigan National Guard Training at Fort Custer Training Center in Augusta, MI",Humphries,2004,2007,2011,Thesis: Michigan State University,,,1,150,Artiodactyla,Cervidae,Odocoileus,virginianus,Adult,42.32731,-85.35361,37,19,19,14,14,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0
"Balancing white-tailed deer ecology with Michigan National Guard Training at Fort Custer Training Center in Augusta, MI",Humphries,2004,2007,2011,Thesis: Michigan State University,,,1,150,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,42.32731,-85.35361,43,14,13,7,7,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1
Demographic Response of Mule Deer to Experimental Reduction of coyotes and mountain lions in Southeastern Idaho,Hurley,1998,2002,2011,Wildlife Monographs,178,1,1,33,Artiodactyla,Cervidae,Odocoileus,hemionus,Adult,42.42700,-113.05025,254,70,57,0,0,0,0,0,0,0,0,3,0,45,0,0,9,0,0,0,0,13
Demographic Response of Mule Deer to Experimental Reduction of coyotes and mountain lions in Southeastern Idaho,Hurley,1998,2002,2011,Wildlife Monographs,178,1,1,33,Artiodactyla,Cervidae,Odocoileus,hemionus,Juvenile,42.42700,-113.05025,555,220,200,0,0,0,0,0,0,0,0,11,0,146,0,0,24,19,0,0,0,20
Physiological and Ecological aspects of winter torpor in captive and free-ranging striped skunks,Hwang,1999,2003,2005,Thesis: University of Saskatchewan,,,1,143,Carnivora,Mephitidae,Mephitis,mephitis,Adult,51.26743,-102.47019,99,36,31,0,0,0,0,0,0,0,0,10,0,5,16,0,0,0,0,0,0,5
Physiological and Ecological aspects of winter torpor in captive and free-ranging striped skunks,Hwang,1999,2003,2005,Thesis: University of Saskatchewan,,,1,143,Carnivora,Mephitidae,Mephitis,mephitis,Juvenile,51.26743,-102.47019,NA,25,20,0,0,0,0,0,0,0,0,3,0,4,9,0,0,4,0,0,0,5
